Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Formatted Ins Name,Trading Symbol,Expiry Date,Lot Size,Tick Size
NFO,nse_fo,HYUNDAI,103164,OPTSTK,PE,1680,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 1680 PE,HYUNDAI25AUG26P1680,2026-08-25,275,0.05
NFO,nse_fo,IEX,103165,OPTSTK,CE,140,INDIAN ENERGY EXC LTD,IEX JUL 140 CE,IEX28JUL26C140,2026-07-28,4350,0.01
NFO,nse_fo,IEX,103166,OPTSTK,PE,140,INDIAN ENERGY EXC LTD,IEX JUL 140 PE,IEX28JUL26P140,2026-07-28,4350,0.01
NFO,nse_fo,HYUNDAI,103167,OPTSTK,CE,1720,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 1720 CE,HYUNDAI25AUG26C1720,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103169,OPTSTK,PE,1720,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 1720 PE,HYUNDAI25AUG26P1720,2026-08-25,275,0.05
NFO,nse_fo,IEX,103172,OPTSTK,CE,142,INDIAN ENERGY EXC LTD,IEX JUL 142 CE,IEX28JUL26C142,2026-07-28,4350,0.01
NFO,nse_fo,IEX,103176,OPTSTK,CE,146,INDIAN ENERGY EXC LTD,IEX JUL 146 CE,IEX28JUL26C146,2026-07-28,4350,0.01
NFO,nse_fo,IEX,103177,OPTSTK,PE,146,INDIAN ENERGY EXC LTD,IEX JUL 146 PE,IEX28JUL26P146,2026-07-28,4350,0.01
NFO,nse_fo,HYUNDAI,103181,OPTSTK,CE,1760,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 1760 CE,HYUNDAI25AUG26C1760,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103182,OPTSTK,PE,1760,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 1760 PE,HYUNDAI25AUG26P1760,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103183,OPTSTK,CE,1800,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 1800 CE,HYUNDAI25AUG26C1800,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103184,OPTSTK,PE,1800,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 1800 PE,HYUNDAI25AUG26P1800,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103185,OPTSTK,CE,1840,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 1840 CE,HYUNDAI25AUG26C1840,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103186,OPTSTK,PE,1840,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 1840 PE,HYUNDAI25AUG26P1840,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103189,OPTSTK,CE,1880,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 1880 CE,HYUNDAI25AUG26C1880,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103190,OPTSTK,PE,1880,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 1880 PE,HYUNDAI25AUG26P1880,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103191,OPTSTK,CE,1920,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 1920 CE,HYUNDAI25AUG26C1920,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103199,OPTSTK,PE,1920,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 1920 PE,HYUNDAI25AUG26P1920,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103200,OPTSTK,CE,1960,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 1960 CE,HYUNDAI25AUG26C1960,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103201,OPTSTK,PE,1960,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 1960 PE,HYUNDAI25AUG26P1960,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103202,OPTSTK,CE,2000,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 2000 CE,HYUNDAI25AUG26C2000,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103208,OPTSTK,PE,2000,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 2000 PE,HYUNDAI25AUG26P2000,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103211,OPTSTK,CE,2040,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 2040 CE,HYUNDAI25AUG26C2040,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103212,OPTSTK,PE,2040,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 2040 PE,HYUNDAI25AUG26P2040,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103213,OPTSTK,CE,2080,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 2080 CE,HYUNDAI25AUG26C2080,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103214,OPTSTK,PE,2080,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 2080 PE,HYUNDAI25AUG26P2080,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103215,OPTSTK,CE,2120,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 2120 CE,HYUNDAI25AUG26C2120,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103216,OPTSTK,PE,2120,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 2120 PE,HYUNDAI25AUG26P2120,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103217,OPTSTK,CE,2160,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 2160 CE,HYUNDAI25AUG26C2160,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103220,OPTSTK,PE,2160,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 2160 PE,HYUNDAI25AUG26P2160,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103221,OPTSTK,CE,2200,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 2200 CE,HYUNDAI25AUG26C2200,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103224,OPTSTK,PE,2200,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 2200 PE,HYUNDAI25AUG26P2200,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103225,OPTSTK,CE,2240,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 2240 CE,HYUNDAI25AUG26C2240,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103226,OPTSTK,PE,2240,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 2240 PE,HYUNDAI25AUG26P2240,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103227,OPTSTK,CE,2280,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 2280 CE,HYUNDAI25AUG26C2280,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103228,OPTSTK,PE,2280,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 2280 PE,HYUNDAI25AUG26P2280,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103229,OPTSTK,CE,2320,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 2320 CE,HYUNDAI25AUG26C2320,2026-08-25,275,0.05
NFO,nse_fo,HYUNDAI,103230,OPTSTK,PE,2320,HYUNDAI MOTOR INDIA LTD,HYUNDAI AUG 2320 PE,HYUNDAI25AUG26P2320,2026-08-25,275,0.05
NFO,nse_fo,ICICIBANK,103270,OPTSTK,PE,1110,ICICI BANK LTD.,ICICIBANK JUL 1110 PE,ICICIBANK28JUL26P1110,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103274,OPTSTK,PE,1150,ICICI BANK LTD.,ICICIBANK JUL 1150 PE,ICICIBANK28JUL26P1150,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103278,OPTSTK,PE,1190,ICICI BANK LTD.,ICICIBANK JUL 1190 PE,ICICIBANK28JUL26P1190,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103282,OPTSTK,PE,1210,ICICI BANK LTD.,ICICIBANK JUL 1210 PE,ICICIBANK28JUL26P1210,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103283,OPTSTK,CE,1230,ICICI BANK LTD.,ICICIBANK JUL 1230 CE,ICICIBANK28JUL26C1230,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103284,OPTSTK,PE,1230,ICICI BANK LTD.,ICICIBANK JUL 1230 PE,ICICIBANK28JUL26P1230,2026-07-28,700,0.05
NFO,nse_fo,FORTIS,103287,OPTSTK,CE,850,FORTIS HEALTHCARE LTD,FORTIS AUG 850 CE,FORTIS25AUG26C850,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103288,OPTSTK,PE,850,FORTIS HEALTHCARE LTD,FORTIS AUG 850 PE,FORTIS25AUG26P850,2026-08-25,775,0.05
NFO,nse_fo,ICICIBANK,103289,OPTSTK,CE,1250,ICICI BANK LTD.,ICICIBANK JUL 1250 CE,ICICIBANK28JUL26C1250,2026-07-28,700,0.05
NFO,nse_fo,FORTIS,103290,OPTSTK,CE,870,FORTIS HEALTHCARE LTD,FORTIS AUG 870 CE,FORTIS25AUG26C870,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103291,OPTSTK,PE,870,FORTIS HEALTHCARE LTD,FORTIS AUG 870 PE,FORTIS25AUG26P870,2026-08-25,775,0.05
NFO,nse_fo,ICICIBANK,103306,OPTSTK,PE,1250,ICICI BANK LTD.,ICICIBANK JUL 1250 PE,ICICIBANK28JUL26P1250,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103307,OPTSTK,CE,1270,ICICI BANK LTD.,ICICIBANK JUL 1270 CE,ICICIBANK28JUL26C1270,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103308,OPTSTK,PE,1270,ICICI BANK LTD.,ICICIBANK JUL 1270 PE,ICICIBANK28JUL26P1270,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103309,OPTSTK,CE,1290,ICICI BANK LTD.,ICICIBANK JUL 1290 CE,ICICIBANK28JUL26C1290,2026-07-28,700,0.05
NFO,nse_fo,FORTIS,103327,OPTSTK,CE,890,FORTIS HEALTHCARE LTD,FORTIS AUG 890 CE,FORTIS25AUG26C890,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103328,OPTSTK,PE,890,FORTIS HEALTHCARE LTD,FORTIS AUG 890 PE,FORTIS25AUG26P890,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103329,OPTSTK,CE,910,FORTIS HEALTHCARE LTD,FORTIS AUG 910 CE,FORTIS25AUG26C910,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103330,OPTSTK,PE,910,FORTIS HEALTHCARE LTD,FORTIS AUG 910 PE,FORTIS25AUG26P910,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103331,OPTSTK,CE,930,FORTIS HEALTHCARE LTD,FORTIS AUG 930 CE,FORTIS25AUG26C930,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103332,OPTSTK,PE,930,FORTIS HEALTHCARE LTD,FORTIS AUG 930 PE,FORTIS25AUG26P930,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103333,OPTSTK,CE,950,FORTIS HEALTHCARE LTD,FORTIS AUG 950 CE,FORTIS25AUG26C950,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103334,OPTSTK,PE,950,FORTIS HEALTHCARE LTD,FORTIS AUG 950 PE,FORTIS25AUG26P950,2026-08-25,775,0.05
NFO,nse_fo,ICICIBANK,103341,OPTSTK,PE,1290,ICICI BANK LTD.,ICICIBANK JUL 1290 PE,ICICIBANK28JUL26P1290,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103344,OPTSTK,CE,1310,ICICI BANK LTD.,ICICIBANK JUL 1310 CE,ICICIBANK28JUL26C1310,2026-07-28,700,0.05
NFO,nse_fo,FORTIS,103347,OPTSTK,CE,970,FORTIS HEALTHCARE LTD,FORTIS AUG 970 CE,FORTIS25AUG26C970,2026-08-25,775,0.05
NFO,nse_fo,ICICIBANK,103348,OPTSTK,PE,1310,ICICI BANK LTD.,ICICIBANK JUL 1310 PE,ICICIBANK28JUL26P1310,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103349,OPTSTK,CE,1330,ICICI BANK LTD.,ICICIBANK JUL 1330 CE,ICICIBANK28JUL26C1330,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103350,OPTSTK,PE,1330,ICICI BANK LTD.,ICICIBANK JUL 1330 PE,ICICIBANK28JUL26P1330,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103351,OPTSTK,CE,1350,ICICI BANK LTD.,ICICIBANK JUL 1350 CE,ICICIBANK28JUL26C1350,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103352,OPTSTK,PE,1350,ICICI BANK LTD.,ICICIBANK JUL 1350 PE,ICICIBANK28JUL26P1350,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103353,OPTSTK,CE,1370,ICICI BANK LTD.,ICICIBANK JUL 1370 CE,ICICIBANK28JUL26C1370,2026-07-28,700,0.05
NFO,nse_fo,FORTIS,103354,OPTSTK,PE,970,FORTIS HEALTHCARE LTD,FORTIS AUG 970 PE,FORTIS25AUG26P970,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103355,OPTSTK,CE,990,FORTIS HEALTHCARE LTD,FORTIS AUG 990 CE,FORTIS25AUG26C990,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103356,OPTSTK,PE,990,FORTIS HEALTHCARE LTD,FORTIS AUG 990 PE,FORTIS25AUG26P990,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103357,OPTSTK,CE,1010,FORTIS HEALTHCARE LTD,FORTIS AUG 1010 CE,FORTIS25AUG26C1010,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103358,OPTSTK,PE,1010,FORTIS HEALTHCARE LTD,FORTIS AUG 1010 PE,FORTIS25AUG26P1010,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103359,OPTSTK,CE,1030,FORTIS HEALTHCARE LTD,FORTIS AUG 1030 CE,FORTIS25AUG26C1030,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103360,OPTSTK,PE,1030,FORTIS HEALTHCARE LTD,FORTIS AUG 1030 PE,FORTIS25AUG26P1030,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103361,OPTSTK,CE,1050,FORTIS HEALTHCARE LTD,FORTIS AUG 1050 CE,FORTIS25AUG26C1050,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103362,OPTSTK,PE,1050,FORTIS HEALTHCARE LTD,FORTIS AUG 1050 PE,FORTIS25AUG26P1050,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103363,OPTSTK,CE,1070,FORTIS HEALTHCARE LTD,FORTIS AUG 1070 CE,FORTIS25AUG26C1070,2026-08-25,775,0.05
NFO,nse_fo,FORTIS,103364,OPTSTK,PE,1070,FORTIS HEALTHCARE LTD,FORTIS AUG 1070 PE,FORTIS25AUG26P1070,2026-08-25,775,0.05
NFO,nse_fo,ICICIBANK,103370,OPTSTK,PE,1370,ICICI BANK LTD.,ICICIBANK JUL 1370 PE,ICICIBANK28JUL26P1370,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103371,OPTSTK,CE,1390,ICICI BANK LTD.,ICICIBANK JUL 1390 CE,ICICIBANK28JUL26C1390,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103372,OPTSTK,PE,1390,ICICI BANK LTD.,ICICIBANK JUL 1390 PE,ICICIBANK28JUL26P1390,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103373,OPTSTK,CE,1410,ICICI BANK LTD.,ICICIBANK JUL 1410 CE,ICICIBANK28JUL26C1410,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103374,OPTSTK,PE,1410,ICICI BANK LTD.,ICICIBANK JUL 1410 PE,ICICIBANK28JUL26P1410,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103375,OPTSTK,CE,1430,ICICI BANK LTD.,ICICIBANK JUL 1430 CE,ICICIBANK28JUL26C1430,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103418,OPTSTK,PE,1430,ICICI BANK LTD.,ICICIBANK JUL 1430 PE,ICICIBANK28JUL26P1430,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103419,OPTSTK,CE,1450,ICICI BANK LTD.,ICICIBANK JUL 1450 CE,ICICIBANK28JUL26C1450,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103420,OPTSTK,PE,1450,ICICI BANK LTD.,ICICIBANK JUL 1450 PE,ICICIBANK28JUL26P1450,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103421,OPTSTK,CE,1470,ICICI BANK LTD.,ICICIBANK JUL 1470 CE,ICICIBANK28JUL26C1470,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103444,OPTSTK,PE,1470,ICICI BANK LTD.,ICICIBANK JUL 1470 PE,ICICIBANK28JUL26P1470,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103445,OPTSTK,CE,1490,ICICI BANK LTD.,ICICIBANK JUL 1490 CE,ICICIBANK28JUL26C1490,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103449,OPTSTK,PE,1490,ICICI BANK LTD.,ICICIBANK JUL 1490 PE,ICICIBANK28JUL26P1490,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103450,OPTSTK,CE,1510,ICICI BANK LTD.,ICICIBANK JUL 1510 CE,ICICIBANK28JUL26C1510,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103467,OPTSTK,PE,1510,ICICI BANK LTD.,ICICIBANK JUL 1510 PE,ICICIBANK28JUL26P1510,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103468,OPTSTK,CE,1530,ICICI BANK LTD.,ICICIBANK JUL 1530 CE,ICICIBANK28JUL26C1530,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103469,OPTSTK,PE,1530,ICICI BANK LTD.,ICICIBANK JUL 1530 PE,ICICIBANK28JUL26P1530,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103470,OPTSTK,CE,1550,ICICI BANK LTD.,ICICIBANK JUL 1550 CE,ICICIBANK28JUL26C1550,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103471,OPTSTK,PE,1550,ICICI BANK LTD.,ICICIBANK JUL 1550 PE,ICICIBANK28JUL26P1550,2026-07-28,700,0.05
NFO,nse_fo,ICICIBANK,103589,OPTSTK,CE,1180,ICICI BANK LTD.,ICICIBANK AUG 1180 CE,ICICIBANK25AUG26C1180,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103590,OPTSTK,PE,1180,ICICI BANK LTD.,ICICIBANK AUG 1180 PE,ICICIBANK25AUG26P1180,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103591,OPTSTK,CE,1200,ICICI BANK LTD.,ICICIBANK AUG 1200 CE,ICICIBANK25AUG26C1200,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103592,OPTSTK,PE,1200,ICICI BANK LTD.,ICICIBANK AUG 1200 PE,ICICIBANK25AUG26P1200,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103593,OPTSTK,CE,1220,ICICI BANK LTD.,ICICIBANK AUG 1220 CE,ICICIBANK25AUG26C1220,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103594,OPTSTK,PE,1220,ICICI BANK LTD.,ICICIBANK AUG 1220 PE,ICICIBANK25AUG26P1220,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103595,OPTSTK,CE,1240,ICICI BANK LTD.,ICICIBANK AUG 1240 CE,ICICIBANK25AUG26C1240,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103596,OPTSTK,PE,1240,ICICI BANK LTD.,ICICIBANK AUG 1240 PE,ICICIBANK25AUG26P1240,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103597,OPTSTK,CE,1260,ICICI BANK LTD.,ICICIBANK AUG 1260 CE,ICICIBANK25AUG26C1260,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103598,OPTSTK,PE,1260,ICICI BANK LTD.,ICICIBANK AUG 1260 PE,ICICIBANK25AUG26P1260,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103599,OPTSTK,CE,1280,ICICI BANK LTD.,ICICIBANK AUG 1280 CE,ICICIBANK25AUG26C1280,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103600,OPTSTK,PE,1280,ICICI BANK LTD.,ICICIBANK AUG 1280 PE,ICICIBANK25AUG26P1280,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103601,OPTSTK,CE,1300,ICICI BANK LTD.,ICICIBANK AUG 1300 CE,ICICIBANK25AUG26C1300,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103602,OPTSTK,PE,1300,ICICI BANK LTD.,ICICIBANK AUG 1300 PE,ICICIBANK25AUG26P1300,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103603,OPTSTK,CE,1320,ICICI BANK LTD.,ICICIBANK AUG 1320 CE,ICICIBANK25AUG26C1320,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103604,OPTSTK,PE,1320,ICICI BANK LTD.,ICICIBANK AUG 1320 PE,ICICIBANK25AUG26P1320,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103605,OPTSTK,CE,1340,ICICI BANK LTD.,ICICIBANK AUG 1340 CE,ICICIBANK25AUG26C1340,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103606,OPTSTK,PE,1340,ICICI BANK LTD.,ICICIBANK AUG 1340 PE,ICICIBANK25AUG26P1340,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103607,OPTSTK,CE,1360,ICICI BANK LTD.,ICICIBANK AUG 1360 CE,ICICIBANK25AUG26C1360,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103608,OPTSTK,PE,1360,ICICI BANK LTD.,ICICIBANK AUG 1360 PE,ICICIBANK25AUG26P1360,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103609,OPTSTK,CE,1380,ICICI BANK LTD.,ICICIBANK AUG 1380 CE,ICICIBANK25AUG26C1380,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103610,OPTSTK,PE,1380,ICICI BANK LTD.,ICICIBANK AUG 1380 PE,ICICIBANK25AUG26P1380,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103611,OPTSTK,CE,1400,ICICI BANK LTD.,ICICIBANK AUG 1400 CE,ICICIBANK25AUG26C1400,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103612,OPTSTK,PE,1400,ICICI BANK LTD.,ICICIBANK AUG 1400 PE,ICICIBANK25AUG26P1400,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103613,OPTSTK,CE,1420,ICICI BANK LTD.,ICICIBANK AUG 1420 CE,ICICIBANK25AUG26C1420,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103614,OPTSTK,PE,1420,ICICI BANK LTD.,ICICIBANK AUG 1420 PE,ICICIBANK25AUG26P1420,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103615,OPTSTK,CE,1440,ICICI BANK LTD.,ICICIBANK AUG 1440 CE,ICICIBANK25AUG26C1440,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103616,OPTSTK,PE,1440,ICICI BANK LTD.,ICICIBANK AUG 1440 PE,ICICIBANK25AUG26P1440,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103617,OPTSTK,CE,1460,ICICI BANK LTD.,ICICIBANK AUG 1460 CE,ICICIBANK25AUG26C1460,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103620,OPTSTK,PE,1460,ICICI BANK LTD.,ICICIBANK AUG 1460 PE,ICICIBANK25AUG26P1460,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103621,OPTSTK,CE,1480,ICICI BANK LTD.,ICICIBANK AUG 1480 CE,ICICIBANK25AUG26C1480,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103622,OPTSTK,PE,1480,ICICI BANK LTD.,ICICIBANK AUG 1480 PE,ICICIBANK25AUG26P1480,2026-08-25,700,0.05
NFO,nse_fo,ICICIBANK,103623,OPTSTK,CE,1500,ICICI BANK LTD.,ICICIBANK AUG 1500 CE,ICICIBANK25AUG26C1500,2026-08-25,700,0.05
NFO,nse_fo,FORTIS,103635,OPTSTK,CE,800,FORTIS HEALTHCARE LTD,FORTIS SEP 800 CE,FORTIS29SEP26C800,2026-09-29,775,0.05
NFO,nse_fo,FORTIS,103636,OPTSTK,PE,800,FORTIS HEALTHCARE LTD,FORTIS SEP 800 PE,FORTIS29SEP26P800,2026-09-29,775,0.05
NFO,nse_fo,FORTIS,103639,OPTSTK,CE,840,FORTIS HEALTHCARE LTD,FORTIS SEP 840 CE,FORTIS29SEP26C840,2026-09-29,775,0.05
NFO,nse_fo,FORTIS,103640,OPTSTK,PE,840,FORTIS HEALTHCARE LTD,FORTIS SEP 840 PE,FORTIS29SEP26P840,2026-09-29,775,0.05
NFO,nse_fo,FORTIS,103641,OPTSTK,CE,860,FORTIS HEALTHCARE LTD,FORTIS SEP 860 CE,FORTIS29SEP26C860,2026-09-29,775,0.05
NFO,nse_fo,FORTIS,103642,OPTSTK,PE,860,FORTIS HEALTHCARE LTD,FORTIS SEP 860 PE,FORTIS29SEP26P860,2026-09-29,775,0.05
NFO,nse_fo,FORTIS,103643,OPTSTK,CE,880,FORTIS HEALTHCARE LTD,FORTIS SEP 880 CE,FORTIS29SEP26C880,2026-09-29,775,0.05
NFO,nse_fo,FORTIS,103644,OPTSTK,PE,880,FORTIS HEALTHCARE LTD,FORTIS SEP 880 PE,FORTIS29SEP26P880,2026-09-29,775,0.05
NFO,nse_fo,FORTIS,103645,OPTSTK,CE,900,FORTIS HEALTHCARE LTD,FORTIS SEP 900 CE,FORTIS29SEP26C900,2026-09-29,775,0.05
NFO,nse_fo,FORTIS,103646,OPTSTK,PE,900,FORTIS HEALTHCARE LTD,FORTIS SEP 900 PE,FORTIS29SEP26P900,2026-09-29,775,0.05
NFO,nse_fo,FORTIS,103647,OPTSTK,CE,920,FORTIS HEALTHCARE LTD,FORTIS SEP 920 CE,FORTIS29SEP26C920,2026-09-29,775,0.05
NFO,nse_fo,FORTIS,103648,OPTSTK,PE,920,FORTIS HEALTHCARE LTD,FORTIS SEP 920 PE,FORTIS29SEP26P920,2026-09-29,775,0.05
NFO,nse_fo,FORTIS,103649,OPTSTK,CE,940,FORTIS HEALTHCARE LTD,FORTIS SEP 940 CE,FORTIS29SEP26C940,2026-09-29,775,0.05
NFO,nse_fo,FORTIS,103652,OPTSTK,PE,940,FORTIS HEALTHCARE LTD,FORTIS SEP 940 PE,FORTIS29SEP26P940,2026-09-29,775,0.05
NFO,nse_fo,FORTIS,103653,OPTSTK,CE,960,FORTIS HEALTHCARE LTD,FORTIS SEP 960 CE,FORTIS29SEP26C960,2026-09-29,775,0.05
NFO,nse_fo,FORTIS,103656,OPTSTK,PE,960,FORTIS HEALTHCARE LTD,FORTIS SEP 960 PE,FORTIS29SEP26P960,2026-09-29,775,0.05
NFO,nse_fo,FORTIS,103657,OPTSTK,CE,980,FORTIS HEALTHCARE LTD,FORTIS SEP 980 CE,FORTIS29SEP26C980,2026-09-29,775,0.05
